Year,Value
2000,-7.02479338842975
2001,-6.22222222222222
2002,-2.3696682464455
2003,7.28155339805825
2004,10.8597285067873
2005,20.4081632653061
2006,20.3389830508475
2007,18.3098591549296
2008,23.809523809523803
2009,7.88461538461538
2010,4.63458110516934
2011,10.732538330494
2012,9.07692307692308
2013,0.141043723554302
2014,2.53521126760563
2015,1.0989010989011
2016,-0.135869565217391
2017,5.30612244897959
2018,1.67958656330749
